timestamp,mood,description
1760717049.167429,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717049.2914686,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717049.3937438,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717049.4988408,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717049.595077,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717049.6937559,angry,Camera me 2 person dikh rahe hain. Mood: angry
1760717049.7858472,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717049.8810716,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717049.9805126,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717050.062054,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717050.1550744,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717050.3021526,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717050.421979,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717050.5327399,fear,Camera me 2 person dikh rahe hain. Mood: fear
1760717050.6155157,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717050.7079692,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717050.810782,angry,Camera me 2 person dikh rahe hain. Mood: angry
1760717050.9028008,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717051.01046,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717051.1156888,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717051.2525156,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717051.345748,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717051.4572387,fear,Camera me 2 person dikh rahe hain. Mood: fear
1760717051.5543756,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717051.6771991,fear,Camera me 2 person dikh rahe hain. Mood: fear
1760717051.7973564,fear,Camera me 2 person dikh rahe hain. Mood: fear
1760717051.9161062,angry,Camera me 2 person dikh rahe hain. Mood: angry
1760717052.0041463,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717052.086691,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717052.229582,angry,Camera me 2 person dikh rahe hain. Mood: angry
1760717052.3194718,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717052.4246197,fear,Camera me 2 person dikh rahe hain. Mood: fear
1760717052.5417237,fear,Camera me 2 person dikh rahe hain. Mood: fear
1760717052.633852,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717052.7398076,angry,Camera me 2 person dikh rahe hain. Mood: angry
1760717052.8588955,angry,Camera me 2 person dikh rahe hain. Mood: angry
1760717052.9682217,fear,Camera me 2 person dikh rahe hain. Mood: fear
1760717053.0689719,angry,Camera me 2 person dikh rahe hain. Mood: angry
1760717053.156678,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717053.2698104,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717053.3878224,fear,Camera me 2 person dikh rahe hain. Mood: fear
1760717053.4780455,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717053.5631135,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717053.646499,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717053.762662,angry,Camera me 2 person dikh rahe hain. Mood: angry
1760717053.865761,fear,Camera me 2 person dikh rahe hain. Mood: fear
1760717053.9628255,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717054.048078,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717054.1337705,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717054.2775927,fear,Camera me 2 person dikh rahe hain. Mood: fear
1760717054.36738,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717054.4554565,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717054.5562587,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717054.638166,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717054.7223856,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717054.798567,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717054.8824832,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717054.9848573,fear,Camera me 2 person dikh rahe hain. Mood: fear
1760717055.0638142,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717055.158429,fear,Camera me 2 person dikh rahe hain. Mood: fear
1760717055.2815812,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717055.365241,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717055.48289,fear,Camera me 2 person dikh rahe hain. Mood: fear
1760717055.5854,fear,Camera me 2 person dikh rahe hain. Mood: fear
1760717055.684937,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717055.7607253,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717055.843919,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717055.9217682,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717056.0063598,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717056.0837383,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717056.2147684,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717056.3107955,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717056.3704903,,Camera me kuch clear nahi dikh raha hai.
1760717056.4708464,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717056.5507667,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717056.6227639,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717056.7238598,happy,Camera me 1 person dikh rahe hain. Mood: happy
1760717056.8007438,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717056.8962588,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717056.9822779,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717057.0715702,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717057.1921573,angry,Camera me 2 person dikh rahe hain. Mood: angry
1760717057.3531203,fear,Camera me 2 person dikh rahe hain. Mood: fear
1760717057.4342268,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717057.5565681,angry,Camera me 2 person dikh rahe hain. Mood: angry
1760717057.6405313,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717057.7644124,fear,Camera me 2 person dikh rahe hain. Mood: fear
1760717057.8850505,fear,Camera me 2 person dikh rahe hain. Mood: fear
1760717057.9609606,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717058.054966,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717058.3917313,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717058.5440967,fear,Camera me 2 person dikh rahe hain. Mood: fear
1760717058.6159215,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717058.7006874,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717058.8164234,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717058.9042957,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717059.0039082,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717059.0926433,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717059.1837656,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717059.317809,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717059.405074,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717059.4972034,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717059.5961614,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717059.685897,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717059.7840183,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717059.8735409,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717059.9717152,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717060.0708992,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717060.1422546,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717060.2468956,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717060.339514,sad,Camera me 1 person dikh rahe hain. Mood: sad
1760717060.4423752,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717060.5456057,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717060.6167448,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717060.7009718,,Camera me kuch clear nahi dikh raha hai.
1760717060.7884326,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717060.8847895,angry,Camera me 1 person dikh rahe hain. Mood: angry
1760717060.9842355,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717061.073759,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717061.1716976,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717061.3073423,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717061.3737078,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717061.4629247,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717061.5291252,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717061.6118371,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717061.7078419,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717061.812013,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717061.8939905,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717061.9817529,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717062.0845964,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717062.1750023,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717062.3030288,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717062.4064906,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717062.476158,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717062.5640845,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717062.6507325,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717062.7545192,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717062.841515,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717062.934805,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717063.0376244,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717063.1427555,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717063.3009691,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717063.4077027,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717063.4917028,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717063.6011102,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717063.6689053,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717063.783826,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717063.86214,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717063.9695714,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717064.0680478,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717064.1382134,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717064.2852445,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717064.3721719,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717064.5061624,fear,Camera me 2 person dikh rahe hain. Mood: fear
1760717064.6024294,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717064.6864247,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717064.8007088,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717064.8701758,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717064.9807718,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717065.0871725,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717065.1837957,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717065.3143716,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717065.3976157,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717065.4911125,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717065.5933762,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717065.6847126,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717065.7876594,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717065.8737378,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717065.9653895,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717066.064152,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717066.1519127,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717066.2792032,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717066.3720844,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717066.4689815,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717066.5637183,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717066.658379,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717066.7492168,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717066.8497033,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717066.9341056,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717067.0375903,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717067.1230037,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717067.2398694,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717067.3444493,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717067.4363189,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717067.530955,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717067.6317246,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717067.707363,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717067.8438518,fear,Camera me 2 person dikh rahe hain. Mood: fear
1760717067.9718943,fear,Camera me 2 person dikh rahe hain. Mood: fear
1760717068.062892,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717068.1594117,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717068.314563,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717068.420346,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717068.5310917,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717068.6464877,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717068.7842968,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717068.8989487,fear,Camera me 2 person dikh rahe hain. Mood: fear
1760717069.0176394,angry,Camera me 2 person dikh rahe hain. Mood: angry
1760717069.1025329,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717069.1863308,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717069.3077056,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717069.398903,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717069.5046241,angry,Camera me 2 person dikh rahe hain. Mood: angry
1760717069.6131341,fear,Camera me 2 person dikh rahe hain. Mood: fear
1760717069.6968477,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717069.7792482,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717069.8684926,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717069.948574,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717070.0625484,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717070.1512644,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717070.272691,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717070.3719823,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717070.4539125,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717070.5410821,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717070.6410003,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717070.7321894,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717070.823465,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717070.9009304,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717070.9798667,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717071.0574524,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717071.1022072,,Camera me kuch clear nahi dikh raha hai.
1760717071.206382,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717071.2923305,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717071.3683696,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717071.4482532,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717071.7829864,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717071.8851311,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717071.9827037,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717072.0752728,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717072.1809814,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717072.3371446,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717072.4096878,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717072.5269816,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717072.6098876,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717072.7067735,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717072.797649,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717072.9140856,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717073.0194256,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717073.1068907,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717073.2380998,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717073.3310347,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717073.4201682,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717073.5456324,fear,Camera me 2 person dikh rahe hain. Mood: fear
1760717073.6700723,fear,Camera me 2 person dikh rahe hain. Mood: fear
1760717073.75951,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717073.858625,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717073.9547627,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717074.0486991,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717074.1445792,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717074.2726758,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717074.3598452,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717074.4585614,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717074.5563264,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717074.629346,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717074.7468588,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717074.8146865,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717074.9290829,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717075.0043914,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717075.10313,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717075.2487812,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717075.3214474,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717075.431408,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717075.517063,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717075.60832,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717075.729797,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717075.8711843,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717076.0032513,fear,Camera me 2 person dikh rahe hain. Mood: fear
1760717076.10727,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717076.2152405,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717076.3112218,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717076.4120307,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717076.502232,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717076.6254559,fear,Camera me 2 person dikh rahe hain. Mood: fear
1760717076.719899,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717076.8199239,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717076.9131756,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717077.0003898,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717077.0943272,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717077.2177536,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717077.3074908,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717077.4182415,sad,Camera me 2 person dikh rahe hain. Mood: sad
1760717077.5130405,fear,Camera me 2 person dikh rahe hain. Mood: fear
1760717077.5988169,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717077.7146432,fear,Camera me 2 person dikh rahe hain. Mood: fear
1760717077.8001428,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717077.8847413,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717077.964788,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717078.0521803,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717078.1470406,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717078.2698112,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717078.387839,fear,Camera me 2 person dikh rahe hain. Mood: fear
1760717078.487985,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717078.5877986,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717078.6752665,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717078.7775278,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717078.861182,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717078.9600563,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717079.0547404,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717079.1441605,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717079.2611892,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717079.3430307,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717079.4231021,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717079.51375,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717079.59633,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717079.7140887,fear,Camera me 2 person dikh rahe hain. Mood: fear
1760717079.7951021,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717079.8852372,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717079.9651582,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717080.0365276,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717080.1255014,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717080.2389462,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717080.3277595,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717080.402164,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717080.4795628,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717080.5536137,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717080.6356735,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717080.7484064,fear,Camera me 2 person dikh rahe hain. Mood: fear
1760717080.8365242,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717080.9180338,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717080.9974463,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717081.0772045,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717081.1715622,fear,Camera me 2 person dikh rahe hain. Mood: fear
1760717081.2760336,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717081.3504643,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717081.4431684,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717081.532165,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717081.6147814,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717081.6883192,neutral,Camera me 1 person dikh rahe hain. Mood: neutral
1760717081.751357,,Camera me kuch clear nahi dikh raha hai.
